x,y,z_s
1.7000000000000002,2.1,2.169774173851663
1.728985507246377,2.1,1.1972833742363624
1.7579710144927538,2.1,1.0467212084986302
1.7869565217391306,2.1,1.3197130826683618
1.8159420289855075,2.1,0.7462960207702081
1.8449275362318842,2.1,2.159758263325481
1.873913043478261,2.1,2.0295550311757253
1.9028985507246379,2.1,2.3122922497021268
1.9318840579710146,2.1,0.9283389039282115
1.9608695652173915,2.1,0.8931498356384993
1.9898550724637682,2.1,0.7595897172598659
2.018840579710145,2.1,1.8008748017823668
2.0478260869565217,2.1,1.2313969876736834
2.0768115942028986,2.1,1.6971415788356767
2.1057971014492756,2.1,1.257322328554451
2.1347826086956525,2.1,0.9838320023814525
2.163768115942029,2.1,2.208080495570405
2.192753623188406,2.1,0.9253207145541158
2.221739130434783,2.1,0.7843513293848353
2.2507246376811594,2.1,2.297478410933103
2.2797101449275363,2.1,2.4125575556983216
2.3086956521739133,2.1,1.5578585034734234
2.33768115942029,2.1,1.6898257401086136
2.3666666666666667,2.1,1.4022553041591652
2.3956521739130436,2.1,1.916366341651634
2.4246376811594206,2.1,1.496142785163891
2.453623188405797,2.1,0.9082173076929517
2.482608695652174,2.1,2.009819534927245
2.511594202898551,2.1,1.825400750181291
2.540579710144928,2.1,0.9178465045324122
2.5695652173913044,2.1,2.2735776498110734
2.5985507246376813,2.1,1.1510951839100154
2.6275362318840583,2.1,0.8095542084575421
2.6565217391304348,2.1,1.2671175609885725
2.6855072463768117,2.1,0.5872920841819524
2.7144927536231886,2.1,1.2784561780213834
2.7434782608695656,2.1,0.679773467487257
2.7724637681159425,2.1,1.625538807111251
2.801449275362319,2.1,1.9665062381261706
2.8304347826086955,2.1,1.0825938842890213
2.8594202898550725,2.1,1.653589948279886
2.8884057971014494,2.1,2.3291701843723547
2.9173913043478263,2.1,2.287831464993224
2.9463768115942033,2.1,2.359515366884822
2.9753623188405802,2.1,0.969176228796067
3.0043478260869567,2.1,1.3778371503729108
3.033333333333333,2.1,1.922215880179638
3.06231884057971,2.1,2.188841118207809
3.091304347826087,2.1,0.6809498798731217
3.120289855072464,2.1,2.2835559246172155
3.149275362318841,2.1,1.9286139516002503
3.178260869565218,2.1,1.9257246199665454
3.2072463768115944,2.1,2.016467204786255
3.236231884057971,2.1,2.1488476324495585
3.265217391304348,2.1,2.34748449965272
3.294202898550725,2.1,0.9583266577922244
3.3231884057971017,2.1,0.5598618669663293
3.3521739130434787,2.1,0.7443346199114029
3.381159420289855,2.1,1.5343227336246805
3.410144927536232,2.1,0.9471766031317721
3.4391304347826086,2.1,1.911939356078756
3.4681159420289855,2.1,1.1238688788586297
3.4971014492753625,2.1,0.9677721206748414
3.5260869565217394,2.1,1.1578591858045169
3.5550724637681164,2.1,1.3983570764400697
3.584057971014493,2.1,1.6585836397822749
3.61304347826087,2.1,1.7029751842004361
3.6420289855072463,2.1,1.7033841963898186
3.6710144927536232,2.1,0.5538714272620083
3.7,2.1,2.239425363707979
1.7000000000000002,2.128985507246377,1.7609447303253
1.728985507246377,2.128985507246377,0.7716810608001683
1.7579710144927538,2.128985507246377,2.3710952784769677
1.7869565217391306,2.128985507246377,1.9768283875893822
1.8159420289855075,2.128985507246377,0.5827164295243682
1.8449275362318842,2.128985507246377,1.0201841210046603
1.873913043478261,2.128985507246377,0.9146865233601977
1.9028985507246379,2.128985507246377,2.040490203037309
1.9318840579710146,2.128985507246377,2.04184524298173
1.9608695652173915,2.128985507246377,1.7399856793667319
1.9898550724637682,2.128985507246377,1.5472468973040847
2.018840579710145,2.128985507246377,1.3868298299948103
2.0478260869565217,2.128985507246377,0.7475787649628697
2.0768115942028986,2.128985507246377,1.0775762041206143
2.1057971014492756,2.128985507246377,1.302844900294024
2.1347826086956525,2.128985507246377,0.6693964157770587
2.163768115942029,2.128985507246377,2.2433932494992472
2.192753623188406,2.128985507246377,2.251864979445119
2.221739130434783,2.128985507246377,2.379206952280925
2.2507246376811594,2.128985507246377,1.0809851714781624
2.2797101449275363,2.128985507246377,1.0771707826681152
